,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
10,10,"Guru Nanak College for Women, Banga",Dosanjh Khurd,Punjab,PG Diploma in Fashion Designing,1 year,Full time,50.0,PG,0.16 lakhs,UGC,The candidate should have passed in After graduation With 45%Marks,"PG Diploma in Fashion Designing is one year full time course with affiliation of Guru Nanak Dev University, Amritsar"
11,11,"Government Girls College, Itarsi",Itarsi,Madhya Pradesh,Post Graduate Diploma in Fashion Designing and Marketing Self Financed,1 year,Full time,25.0,Diploma,0.07 lakhs,Government of Madhya Pradesh,The student should have passed Graduation or equivalent exam.,"Post Graduate Diploma in Fashion Designing and Marketing is one-year degree course approved by UGC and affiliated to Barkatullah University, Bhopal."
12,12,"BLM Girls College, Nawanshahr",Nawanshahr,Punjab,Post Graduate Diploma in Garment Construction and Fashion Designing,1 year,Full time,,PG,,,The minimum eligibility for which is a graduation in any discipline with 45% marks.,"Post Graduate Diploma in Garment Construction and Fashion Designing is a one year course and affiliated to Guru Nanak Dev University, Amritsar."
13,13,"BLM Girls College, Nawanshahr",Nawanshahr,Punjab,Under Graduate Diploma in Cosmetology,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 any stream,Under Graduate Diploma in Cosmetology is a one year full time course
14,14,"Shree Devi College of Fashion Design, Mangalore",Mangaluru,Karnataka,B.Sc Fashion Design,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,B.Sc Fashion Design is a three year full time course
15,15,"Shree Devi College of Fashion Design, Mangalore",Mangaluru,Karnataka,Diploma in Fashion Design,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 any stream,"Diploma in Fashion Design full time one year course affiliated to Mangalore University, Mangalore."
16,16,"Arya Kanya Mahavidyalaya, Kurukshetra",Shahbaad Markanda,Haryana,B.Sc Fashion Designing,3 years,Full time,40.0,UG,,UGC,"A student should have passed 10+2 with English, from Haryana Board or any other board or any other examination recognized by the Kurukshetra University with minimum 35% marks in aggregate.","Bachelor of Science in Fashion Designing is 3-year duration full-time course approved by UGC and affiliated to Kurukshetra University, Kurukshetra."
17,17,"Arya Kanya Mahavidyalaya, Kurukshetra",Shahbaad Markanda,Haryana,Diploma in Audio Visual Sound Recording,2 years,Full time,30.0,Diploma,0.03 lakhs,,"Any bonafide student of this college studying in Under Graduate Course (B.A., B.Com., B.Sc., BCA) or Post Graduate Course is eligible to opt for any of these add-on- courses",Diploma in Audio Visual Sound Recording is a two year full time course
18,18,"Arya Kanya Mahavidyalaya, Kurukshetra",Shahbaad Markanda,Haryana,Diploma in Fashion Designing,2 years,Full time,30.0,Diploma,0.03 lakhs,,"Any bonafide student of this college studying in Under Graduate Course (B.A., B.Com., B.Sc., BCA) or Post Graduate Course is eligible to opt for any of these add-on- courses",Diploma in Fashion Designing is a two year full time course
19,19,"Arya Kanya Mahavidyalaya, Kurukshetra",Shahbaad Markanda,Haryana,Diploma in Office Automation and Web Designing,2 years,Full time,30.0,Diploma,0.03 lakhs,,"Any bonafide student of this college studying in Under Graduate Course (B.A., B.Com., B.Sc., BCA) or Post Graduate Course is eligible to opt for any of these add-on- courses",Diploma in Office Automation and Web Designing is a two year full time course
20,20,"Arya Kanya Mahavidyalaya, Kurukshetra",Shahbaad Markanda,Haryana,Diploma in Textile Management,2 years,Full time,30.0,Diploma,0.03 lakhs,,"Any bonafide student of this college studying in Under Graduate Course (B.A., B.Com., B.Sc., BCA) or Post Graduate Course is eligible to opt for any of these add-on- courses",Diploma in Textile Management is a two year full time course
21,21,"Manohar Memorial PG College, Fatehabad",Fatehabad,Haryana,Diploma in Fashion Designing,1 year,Full time,30.0,Diploma,,,The candidate should have passed 10+2 with minimum 33% marks.,"Diploma in Fashion Designing is 1-year duration full-time course approved by UGC and affiliated to Chaudhary Devi Lal University, Sirsa."
22,22,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,B.Sc Fashion Designing,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 or an equivalent examination.,"Bachelor of Science in Fashion Designing is 3-year duration full-time course affiliated to Guru Nanak Dev University, Amritsar and approved by University Grants Commission."
23,23,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,Diploma in Cosmeotology,1 year,Full time,,UG,,,The candidate should have passed 10+2 in any stream.,"Diploma in Cosmetology is 1-year duration full-time course affiliated to Guru Nanak Dev University, Amritsar and approved by University Grants Commission."
24,24,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,Diploma in Fashion Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 any stream,Diploma in Fashion Designing is a one year full time course
25,25,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,Diploma in Interior Decoration,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 any stream,Diploma in Interior Decoration is a one year full time course
26,26,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,Diploma in Stitching and Tailoring,1 year,Full time,,Diploma,,,The candidate should have passed 10+2 in any stream.,"Diploma in Stitching and Tailoring is 1-year duration full-time course affiliated to Guru Nanak Dev University, Amritsar and approved by University Grants Commission."
27,27,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,Diploma in Web Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 any stream,Diploma in Web Designing is a one year full time course
28,28,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,M.Sc Fashion Designing,2 years,Full time,,PG,,UGC,The candidate should have passed in Graduate from any recognized university.,"Master of Science in Fashion Designing is 2-year duration full-time course affiliated to Guru Nanak Dev University, Amritsar and approved by University Grants Commission."
29,29,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,PG Diploma in Cosmetology,1 year,Full time,,Diploma,,,The candidate should have passed in Graduate from any recognized university,PG Diploma in Cosmetology is a one year full time course
30,30,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,Post Graduate Diploma in Cosmetology,1 year,Full time,,Diploma,,,The candidate should have passed in Graduate from any recognized university.,"Post Graduate Diploma in Cosmetology is 1-year duration full-time course affiliated to Guru Nanak Dev University, Amritsar and approved by University Grants Commission."
31,31,"PCM SD College for Women, Jalandhar",Jalandhar,Punjab,Post Graduate Diploma in Garment Construction and Fashion Designing,1 year,Full time,,Diploma,,,The candidate should have passed in Graduate from any recognized university,"Post Graduate Diploma in Garment Construction and Fashion Designing is 1-year duration full-time course affiliated to Guru Nanak Dev University, Amritsar and approved by University Grants Commission."
32,32,"International Institute of Fine Arts, Modinagar",Modinagar,Uttar Pradesh,Advanced Diploma in Animation Part time,2 years,Part Time,,Diploma,1.2 lakhs,,The candidate should have passed in 10+2 related stream with 50% marks,Advanced Diploma in Animation is a two year full time course
33,33,"International Institute of Fine Arts, Modinagar",Modinagar,Uttar Pradesh,BFA Fashion Design,4 years,Full time,,UG,2.17 lakhs,,The candidate should have passed in 10+2 related stream with 50% marks,BFA Fashion Design is a four year full time course
34,34,"International Institute of Fine Arts, Modinagar",Modinagar,Uttar Pradesh,BFA Painting,4 years,Full time,,UG,1.52 lakhs,,The candidate should have passed in 10+2 related stream with 50% marks,BFA Painting is a four year full time course
35,35,"International Institute of Fine Arts, Modinagar",Modinagar,Uttar Pradesh,BFA Textile Design,4 years,Full time,,UG,1.77 lakhs,,The candidate should have passed in 10+2 related stream with 50% marks,BFA Textile Design is a four year full time course
36,36,"International Institute of Fine Arts, Modinagar",Modinagar,Uttar Pradesh,Diploma in 3D Animation,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream with 50% marks,Diploma in 3D Animation is a one year full time course
37,37,"International Institute of Fine Arts, Modinagar",Modinagar,Uttar Pradesh,Diploma in Fashion Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream with 50% marks,Diploma in Fashion Design is a three year full time course
38,38,"International Institute of Fine Arts, Modinagar",Modinagar,Uttar Pradesh,Diploma in Painting,2 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream with 50% marks,Diploma in Painting is a two year full time course
39,39,"International Institute of Fine Arts, Modinagar",Modinagar,Uttar Pradesh,Diploma in Textile Design,2 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream with 50% marks,Diploma in Textile Design is a two year full time course
40,40,"MD College of Polytechnic, Panipat",Chhajpur Kalan,Haryana,Diploma in Fashion Designing,3 years,Full time,60.0,Diploma,1.35 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in 10th class examination or equivalent examination form a recognized board/university.,"Diploma in Fashion Designing is 3-year duration full-time course approved by All India Council for Technical Education and affiliated to Haryana State Board of Technical Education, Panchkula. for only girls"
41,41,"Lala Jagat Narayan Himotkarsh Kanya Mahavidyalya, Una",Kotla Khurd,Himachal Pradesh,Diploma in Fashion Design Evening Shift,1 year,Full time,,Diploma,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,The College is also running one year Diploma in Fashion Designing class for regular college students in evening session.
42,42,"PK University, Shivpuri",Karera,Madhya Pradesh,B.Sc Fashion Design,3 years,Full time,,UG,0.6 lakhs,UGC,10+2 With Recognized Board,"Bachelor of Science in Fashion Design is full time three year course Degree offered by PK University, Shivpuri and approved by UGC."
43,43,"Assam Women's University, Jorhat",Jorhat,Assam,M.Sc Fashion Design and Technology,2 years,Full time,25.0,PG,,UGC,The candidate should have passed in graduation relevant subject for any recognized university.,"Master of Science in Fashion Design and Technology is full time two year course degree offered by Assam Women's University, Jorhat and approved by UGC."
44,44,"JD Institute of Fashion Technology, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Fashion Business Management,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Business Management is a one year full time course
45,45,"JD Institute of Fashion Technology, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Fashion Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Designing is a one year full time course
46,46,"JD Institute of Fashion Technology, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Interior Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Interior Designing is a one year full time course
47,47,"JD Institute of Fashion Technology, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Jewellery Design,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Jewellery Design is a one year full time course
48,48,"JD Institute of Fashion Technology, Bhubaneswar",Bhubaneswar,Odisha,Graduate Diploma in Fashion and Apparel Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Graduate Diploma in Fashion and Apparel Design is a three year full time course
49,49,"JD Institute of Fashion Technology, Bhubaneswar",Bhubaneswar,Odisha,Graduate Diploma in Interior Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Graduate Diploma in Interior Design is a three year full time course
50,50,"JD Institute of Fashion Technology, Bhubaneswar",Bhubaneswar,Odisha,PGD in Fashion Communication,2 years,Full time,,PG,,,The candidate should have passed in Diploma in equivalent / Any graduation,"PGD Fashion Communication is a two year full time course.
This programme is not subjected to approval by any Govt. of India regulatory bodies like UGC, AICTE etc."
51,51,"JD Institute of Fashion Technology, Bhubaneswar",Bhubaneswar,Odisha,PGD in Interior Design,2 years,Full time,,PG,,,The candidate should have passed in Diploma in equivalent / Any graduation,"PGD in Interior Design is a two year full time course.
This programme is not subjected to approval by any Govt. of India regulatory bodies like UGC, AICTE etc."
52,52,"JD Institute of Fashion Technology, Dibrugarh",Dibrugarh,Assam,Diploma in Fashion Business Management,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Business Management is a one year full time course
53,53,"JD Institute of Fashion Technology, Dibrugarh",Dibrugarh,Assam,Diploma in Fashion Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Designing is a one year full time course
54,54,"JD Institute of Fashion Technology, Dibrugarh",Dibrugarh,Assam,Diploma in Interior Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Interior Designing is a one year full time course
55,55,"JD Institute of Fashion Technology, Dibrugarh",Dibrugarh,Assam,Diploma in Jewellery Design,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Jewellery Design is a one year full time course
56,56,"JD Institute of Fashion Technology, Dibrugarh",Dibrugarh,Assam,Graduate Diploma in Fashion and Apparel Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Graduate Diploma in Fashion and Apparel Design is a three year full time course
57,57,"JD Institute of Fashion Technology, Dibrugarh",Dibrugarh,Assam,Graduate Diploma in Interior Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Graduate Diploma in Interior Design is a three year full time course
58,58,"JD Institute of Fashion Technology, Dibrugarh",Dibrugarh,Assam,PGD Fashion Communication,2 years,Full time,,PG,,,The candidate should have passed in Diploma in equivalent / Any graduation,"PGD Fashion Communication is a two year full time course.
This programme is not subjected to approval by any Govt. of India regulatory bodies like UGC, AICTE etc."
59,59,"JD Institute of Fashion Technology, Dibrugarh",Dibrugarh,Assam,PGD Interior Design,2 years,Full time,,PG,,,The candidate should have passed in Diploma in equivalent / Any graduation,"PGD in Interior Design is a two year full time course.
This programme is not subjected to approval by any Govt. of India regulatory bodies like UGC, AICTE etc."
0,0,"MS Ramaiah Polytechnic, Bangalore",Bengaluru,Karnataka,Diploma in Costumer Design and Dress Making,3 years,Full time,40.0,Diploma,0.325 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination minimum of 35% marks from recognised board.,"Diploma in Costumer Design and Dress Making is 3 years full-time diploma course offered by Department of Technical Education, Bangalore, and Approved by AICTE"
1,1,"Government Polytechnic For Girls, Ahmedabad",Ahmedabad,Gujarat,Diploma in Computer Aided Costume Design and Dress Making,3 years,Full time,64.0,Diploma,0.003 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board.,"Diploma in Computer Aided Costume Design and Dress Making is a three-year full-time course affiliated to Gujarat Technological University, Ahmedabad and approved by All India Council for Technical Education."
2,2,"Indian Academy Degree College, Bangalore",Bengaluru,Karnataka,B.Sc Fashion and Apparel Designing,3 years,Full time,,UG,,,"Pass in two year Pre-University examination with
any combination of optional subjects or any other
examination recognized as equivalent thereto","B.Sc Fashion and Apparel Designing is three year full time course with affiliation of Bangalore University, Bangalore"
3,3,"Motiram Baburam Government Post Graduate College, Haldwani",Haldwani,Uttarakhand,Diploma in Interior and Exterior Decoration,1 year,Full time,,Diploma,0.055 lakhs,,Candidates should be 10+2 pass in any stream from a recognised Board of Education.,Diploma in Interior and Exterior Decoration is a one year full time course
4,4,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,BA Designing,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,BA Designing is a three year full time course
5,5,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,MA Designing,2 years,Full time,,PG,,,The candidate should have passed in related graduate degree,MA Designing is a two year full time course
6,6,"Amity University, Ranchi",Ranchi,Jharkhand,B.Des Fashion Design,4 years,Full time,,UG,1.42 lakhs,UGC,The candidate should have passed in 10+2 min 55%.,"B.Des Fashion Design is full time four year course affiliated to Amity University, Ranchi and approved by UGC."
7,7,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Heritage Design Planning and Management,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
8,8,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Human Centered Design,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
9,9,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Industrial Arts and Design Practices,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
10,10,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Information Arts and Information Design Practices,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
11,11,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Public Space Design,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
12,12,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,Master in Creative Arts Contemporary Art Practice,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","Master in Creative Arts leads to innovative careers in contemporary creative practices. The program offers choice based navigation through modules that tackle current modes of practice in animation, contemporary art and experimental media. It fosters a vibrant space for interaction and dialogue between students, Srishti’s interdisciplinary faculty and guest practiti...See More"
13,13,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,Master in Creative Arts Creative Documentary,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","Master in Creative Arts leads to innovative careers in contemporary creative practices. The program offers choice based navigation through modules that tackle current modes of practice in animation, contemporary art and experimental media. It fosters a vibrant space for interaction and dialogue between students, Srishti’s interdisciplinary faculty and guest practiti...See More"
14,14,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,Master in Creative Arts Experimental Media Art Practices,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","Master in Creative Arts leads to innovative careers in contemporary creative practices. The program offers choice based navigation through modules that tackle current modes of practice in animation, contemporary art and experimental media. It fosters a vibrant space for interaction and dialogue between students, Srishti’s interdisciplinary faculty and guest practiti...See More"
15,15,"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu,M.Sc Game Technology,2 years,Full time,,PG,,,The candidate should posses a Graduation in any discipline from a recognized University. Candidates failing to meet this qualification will not be considered for Admission.,"Master of Science in Game Technology is a 2 years, full-time program that triggers your creativity, loads you with technology and sharpens your artistry to find you top careers in Game Designing / Development / Programming and in various other Design related companies.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC...See More"
16,16,"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu,M.Sc Multimedia,2 years,Full time,,PG,,,The candidate should posses a Graduation in any discipline from a recognized University. Candidates failing to meet this qualification will not be considered for Admission.,"Master of Science in Multimedia is a 2 years, full-time program that can help you find leading careers in major media industries like, Design studios, Web Development firms, Gaming studios, Animation / Vfx studios, Ad agencies, UX Design related companies and so on.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, A...See More"
17,17,"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu,Post Graduate Diploma in Animation,1 year,Full time,,Diploma,,,The candidate should have completed Graduation in any discipline from a recognized University or Government. Those who are seeking admission for PG Diploma in Game Development should have completed B.E / B.Tech / MCA / M.Sc or Any Under Graduate Degree with Computer Science as the specialization or Any Under Graduate Degree with proficiency in C or C++ along with understanding of Mathematics and Physics.,"Post Graduate Diploma in Animation is a 1 year, full-time program, which is perfect for any individual who dreams for an energetic, promising and highly appreciable career in movies, television, advertisements, gaming and much more.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, AICTE etc."
18,18,"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu,Post Graduate Diploma in Game Design,1 year,Full time,,Diploma,,,The candidate should have completed Graduation in any discipline from a recognized University or Government. Those who are seeking admission for PG Diploma in Game Development should have completed B.E / B.Tech / MCA / M.Sc or Any Under Graduate Degree with Computer Science as the specialization or Any Under Graduate Degree with proficiency in C or C++ along with understanding of Mathematics and Physics.,"Post Graduate Diploma in Game Design is a 1 year, full-time program that offers intense practice to bring out the Designer, Artist, Animator, Creator, Director, Modeller, Illustrator and Instructor in you.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, AICTE etc."
19,19,"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu,Post Graduate Diploma in Game Development,1 year,Full time,,Diploma,,,The candidate should have completed Graduation in any discipline from a recognized University or Government. Those who are seeking admission for PG Diploma in Game Development should have completed B.E / B.Tech / MCA / M.Sc or Any Under Graduate Degree with Computer Science as the specialization or Any Under Graduate Degree with proficiency in C or C++ along with understanding of Mathematics and Physics.,"Post Graduate Diploma in Game Development is a 1 year, full-time program that offers intense practice to take up exciting career as a Game Programmer, AI/UI Programmer, Tool Developer, Level Designer and much more.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, AICTE etc."
20,20,"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu,Post Graduate Diploma in Interior Design,1 year,Full time,,Diploma,,,The candidate should have completed Graduation in any discipline from a recognized University or Government. Those who are seeking admission for PG Diploma in Game Development should have completed B.E / B.Tech / MCA / M.Sc or Any Under Graduate Degree with Computer Science as the specialization or Any Under Graduate Degree with proficiency in C or C++ along with understanding of Mathematics and Physics.,"Post Graduate Diploma in Interior Design is a 1 year, full-time program. The program is highly placement-oriented that is sure to find you a passionate career as Furniture / Set / Retail Designer, Space Planner, Lighting / Color Consultant and so on.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, AICTE etc."
21,21,"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu,Post Graduate Diploma in Multimedia Technologies,1 year,Full time,,Diploma,,,The candidate should have completed Graduation in any discipline from a recognized University or Government. Those who are seeking admission for PG Diploma in Game Development should have completed B.E / B.Tech / MCA / M.Sc or Any Under Graduate Degree with Computer Science as the specialization or Any Under Graduate Degree with proficiency in C or C++ along with understanding of Mathematics and Physics.,"Post Graduate Diploma in Multimedia Technologies is a 1 year, full-time program for passionate graduates, who want to seek a career in different Multimedia industry.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, AICTE etc."
22,22,"ICAT Design and Media College, Chennai",Chennai,Tamil Nadu,Post Graduate Diploma in UI Design and Development,1 year,Full time,,Diploma,,,The candidate should have completed Graduation in any discipline from a recognized University or Government. Those who are seeking admission for PG Diploma in Game Development should have completed B.E / B.Tech / MCA / M.Sc or Any Under Graduate Degree with Computer Science as the specialization or Any Under Graduate Degree with proficiency in C or C++ along with understanding of Mathematics and Physics.,"Post Graduate Diploma in UI Design and Development is a 1 year, full-time program that can help you groom as a successful professional in top companies that are working towards taking their digital products to numerous global audience.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, AICTE etc."
